게시일자,공원명,영문공원명,국가,대륙,기사언어,분야_자동분류,뉴스제목,뉴스매체,url,분류방법
2026-08-22,옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,영어,자원보전,"Yellowstone’s oldest wolf-pack lineage left the park after an unusually mild winter, and its 12-year-old matriarch is now raising five pups in Wyoming where wolf hunting begins September 15",EcoPortal.net,https://news.google.com/rss/articles/CBMidkFVX3lxTE9fcGpBb3lxTGxrRXBxeXdoOWxpUHgtYUFhTWExV1NQNTZYSVBzYVFUWDkyS3BjeHN4bHlncVY0Q0pOcUI2VzhNRjN0Y3dDZktlN0JGdGxKOGstRjM3VTV4NzN6bnhLLUZ6ajV1NFd3bUhrR1RkX2c?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,영어,기타,10 wild facts about Yellowstone National Park that sound made up,Yahoo Creators,https://news.google.com/rss/articles/CBMivwFBVV95cUxQNVdDQVhqeElDQURHcFBmTE9WX2NHVzQ1bXhlWmJPTGdWOW41N0JWa3VpY00wNFE5cVAyXzhxTWJNdUhTQjNyd2FzZUZxS3JKTm9lQ2JrclBaUUd6eHJrMi0tTFVUR3JsdHg4eFVKSTQ4UkQ2d0d2azQ0RllDNllKbmZTWDlwQk9FUDV1OWI2SG1wRk5HQUZBYUpwcWM1NWV3ZWc3MHd6REFyZjIteW93WVJtaTZEWDdkMHJ5WGs5QQ?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,영어,기타,Learning bison: New book highlights Yellowstone’s largest mammal - The Spokesman-Review,The Spokesman-Review,https://news.google.com/rss/articles/CBMingFBVV95cUxQbUpvN21lQmdkb1BnUHRlb0JEWXpCSVZncWhMYmxDSjZVM1FnYm1mbFMxTC1rYzFzQ3czdzd5WENVdVpJRzc1bkVkeWh4V2lMQ1JTM3I0OHotaDVzenk3WnhRMjNzelEzaHpoaDN1dFpVWXczUmhNRkFyOVplWFVNNlY3MnhFYzU1dnhiZXNOTG1ubExLSVVxc1VIdV9YQQ?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,옐로스톤 국립공원,Yellowstone National Park,미국,북아메리카,영어,기타,Sound on: Howling Keeps Yellowstone Campers up All Night,Outdoors with Bear Grylls,https://news.google.com/rss/articles/CBMigwFBVV95cUxPenlrSHR3N2twUl9ucTk4RnhCaWdvS181RUpIcVhpVXRiQTNpa3hkcnBwNlh0V2tlSWZEVVllRDhuUUhXaE9iQlBEazRMNlRveWpLMnBzNWxYaTlFcmxQd3ROTmxzeXB5RzFzTFp4dV8yeUtWa3dsSGZlYk9IaXJPRURYbw?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,빅벤드 국립공원,Big Bend National Park,미국,북아메리카,영어,기타,"Big Bend construction halted after outrage: Paxton, Talarico weigh in on border project",KABB,https://news.google.com/rss/articles/CBMiygFBVV95cUxPTE1teG9KQ01aM2FtR1hHZm5YelF0ZGhTb2RrUGZMcE82WUtCc01wWTNpeTlRRnpNRXhPbEs4eUhJTUlIcWI2RkxkV0otYmwwWGFFa3dUa0s1ZHN3ZkZvWHc3WVlWYS02ZmFhWHFPWDhJV28wX1FNS25fNnlOMkdYakZ6YW9NZWV6YUVaVGlMMWVtQmY4WGlGeUVsbGtFeGpPeGlTQTNqaS15VGZhdG1Ndm55dzZQNkI1bjFJZjQ4RmlwWjlxT2FEZEln?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,빅벤드 국립공원,Big Bend National Park,미국,북아메리카,영어,재난안전,"Smoke spotted in Big Bend National Park, Terlingua Fire says",newswest9.com,https://news.google.com/rss/articles/CBMirAFBVV95cUxQVXAyQ2k5VXQ4bWVsUkk1bzlWZVdRaVFMQXhzSjN5YkhzcVVBR01QaVZSTlk4S1ZycFpZc0kxNjlnb1ZnSzBxaHV5ZGtIT0RuU2hqdDNmc3VHdndsX0ZnNUlIX250NDd1NFE0Rm9tbFVHNlBPclFhWTI3bjZuQVRkS0xZaXNrOEd2b0xlUGxqM2N6Rl9SUnplTUlkV2NEUVg3aDFJUkl6T3FsSHBB?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,빅벤드 국립공원,Big Bend National Park,미국,북아메리카,영어,기타,"Texas Land Commissioner speaks on Big Bend Border fight, arrests at the Alamo",KLTV.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxNOUZpcE04X3k0cWRPdlJOZERtWXd6QV9zRmlJb0VCcXpsM2lEQ3hGNFNEN2FjMlIyZnpiLTJ6eVpOdF81UEYwbHlYMFNQYkdPbjR1Z1BiTDJhaEhGM2pBQTh2RWd5bDg0YmtKSFUxSFZ2STU1SEQ2SFRlcE5nVmtWR3duTVgyMi1WZ3RidW1KS1FDYlVrT09OLUU2RWV4ZEwz0gG0AUFVX3lxTE1RaHdGWGt6UlZScUtudE8ybk1OOV9iYnJ5TlFMNXNRUGJfY2Zsemg1OUlvRDcwb3VPMnE2SG5kU29pV3JCdFQydmZGT3BfRnlKQXdDR3pPNFpaMW54TnY3c2VMV1ZtWl95WENVRS1WMHgyX0xtVzBMZmxVVkRYaEZhRUVRSHllX3EzRHl5RlBPVml5a3g1OWo2R1pfa0Z1am5LbEpJVzAxVFJUYXl4bHh6d3E3OQ?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,빅벤드 국립공원,Big Bend National Park,미국,북아메리카,영어,기타,Big Bend border construction projects paused ahead of emergency hearings,FOX 13 News Utah,https://news.google.com/rss/articles/CBMiugFBVV95cUxQbVBXTVJVdVdSVEZzQWdyZ2Jzc3A4SEZfWUpZaFBUSjFFZ09Sa3BpalN1S0JoTlNmTl9tVk05VGl6XzdXZW5HVmVsd0cwNFJEbkltX3Y4NW8wRW4xZ0Y4S0puTVoxd0RBNUk2Wms4X3VLcGNmSGdoNHowM09FOHRqS3k5d1pVOFlndXlZdmNVV0MxYUVPM0RhcnhUOUxFdGNKeHFfT3dEcE0zZVI3eHpJYUVaTHYwQjAzVHc?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,빅벤드 국립공원,Big Bend National Park,미국,북아메리카,영어,기타,Big Bend sheriff 'optimistic' after meeting with Trump official on border work,Houston Chronicle,https://news.google.com/rss/articles/CBMimAFBVV95cUxPNy1JWlIxVHNNaFM2UVJjUG9yYWR5NHJiSE52b1NxcnJSZE1mTkswYTRWSTVnOHVxcFhxWUtZVTVQOHhjYnh3YWd4WEdhMG8zRFY0MUhRQmtlWkc3NG00N0lkakI0YWNVaTNTdDZhOHVBWXhnTFJ5RW1scl8wVXB6amtZR2g4Wmx6bU45cldDZFdGanRsTnV2cg?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,빅벤드 국립공원,Big Bend National Park,미국,북아메리카,영어,기타,Gov. Abbott is asked about data centers in Texas and construction at Big Bend National Park,CBS News,https://news.google.com/rss/articles/CBMixgFBVV95cUxOT0VKM0pXWVY3NnVBcm1IOGNybW5pVE1zaEFvbWNLUFFzbnJDSnhRQ0FOZVpWUDducE5ENkVaNkxSOGZUX3pPNGVJZERUdWUxV0ZUaHNFeDJSR25zZUZRUTBBb045dThYUWxCc252R3Z2alh2NVlrU0J1TVZhS3NkeWhJNm5Bd1FRMk1NbE85bU9OeWN5NG1YOWdUa3VKVU9kdUZoUlV4UHpyZjZNUHR6WFoxbXEwbndWZk9pYVlRNGlfUmtDNnc?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,빅벤드 국립공원,Big Bend National Park,미국,북아메리카,영어,행정,"Texas Sheriff ""confident"" in change of plans following construction pause at Big Bend National Park",CBS News,https://news.google.com/rss/articles/CBMizwFBVV95cUxQU0d4cjloeFFJc2FqYzBYakVYcy1kTGx1U2staVdIbF9HckdDbndXVkxTS1ZUOE8xV0xscXdQVzQwdmgwNDZrbC1zN0RwdGpvZFlFRzZYdzdfNUlTVEd5V1lKOHlHeHJEeE5IRzg1ZzNjR05lN1Vuak5yN3luNmlOVm5BOTVuYjE1NnFnSFpSVW5WaktyWGV6ZlN2N3U5dmVvRl9ZRlFFUXpfd3FnSTFmcDkxZFdlaFdoQTdPckdsQmhnNG9TZ2E3VmZnWi1FX0k?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,빅벤드 국립공원,Big Bend National Park,미국,북아메리카,영어,행정,Heavy machinery leaves Big Bend as $1.72 Billion fight heads to federal court,WOAI,https://news.google.com/rss/articles/CBMingJBVV95cUxQdV9XbVlfaDRVMThRcnNhWmd5dmJDaXNNN2dOenlwbzZmcVJSVUxmTjllVmdfc1JvQVZBZTZZVWtfa3RoR1FPZWJweUtkeHItU3d6SF9ZUTFxNEhSaC0zTDB0NS0zUXByaVJKVWtBcUg0Z2dYc2NKaUhQV3lrZkFmSThEQlM5OUVKTEtZM0tFc05Mby1ZaUJCRTRLbXVJaEpINnlRVlU2X3hxNjJSSTFxYmNOUGNPRTlBRFJ2TWJoeG9tQnFUVXdDcHQ5RVJrN1dKQU5LZHhwY3o0bXBrdGU4NUlYVk1LcERsSmR6LW9nN0JFTDJSbEJzdjFBeW4tUWtCV3lLMExpaE40dUJiZlVnVmhJS2NZVDlCQVBvUi1R?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,빅벤드 국립공원,Big Bend National Park,미국,북아메리카,영어,기타,The Trump admin has been trying to build a border wall in Big Bend. These activists won't let it happen,Good Good Good News,https://news.google.com/rss/articles/CBMieEFVX3lxTFBBTXEzR2lCNXFqLXN6TU8zWTJ2TEJKeFdiTVY2blBaa0w2dTNQbUEzdmpIUHZZSXZ0Mlh4enNqRXlXVHdsU3hvRFVib1JnSE1icEtWYzBXMzJVNnU0SWVseVdlcHR1U3lNb0ZrWE9Eb2drLVVValluQg?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,Tarangire National Park,Tarangire National Park,탄자니아,아프리카,영어,기타,Tarangire National Park and the Tarangire River - Ad-hoc-news.de,Ad-hoc-news.de,https://news.google.com/rss/articles/CBMipgFBVV95cUxQYkY1elNfTmVWZmZGc08tSWk4VGJ4SXE2eGVnNktYT0lFVEhrYkd5aU93U0F6aFk4d2p6ZWktQ2JZWDRjLUtIVkJNa2trQ0E5ZUNkNi04NENnbVl3Unp5bWl0ZVZGX1dBWmwwcHV6TUtiZkJ6bHhSTXBieHA5a2hVQmRoVGlhbXloS1hKQUVzS1hqVlJWTUx2bjZoSFgweTRSOGZCZ0VR?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,Tarangire National Park,Tarangire National Park,탄자니아,아프리카,영어,탐방시설,Tarangire in Tune with New Tourism Developments,ATTA Travel,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPUmdza1ZnNi1MRUVOSTdqbEVLQXlsQm03d0FNOGdpd180VzRLZDdvbUZ2M2hYWHVfYVctMDBWdWptc3BETHh3aVdLQnI1YmctTDVHNXRJdHVMVDNxTmFPOUNaaFZfTHlSZ0R0SkxLYjNoLUVMNkpyUjRqRlUyRkNPZzFVQ0Z2M3NP?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,Lake District,Lake District National Park,영국,유럽,영어,재난안전,Lake District warns visitors fires are banned as campfire video shared on Instagram,Nwemail.co.uk,https://news.google.com/rss/articles/CBMipgFBVV95cUxPMVRvb29vLVRfclVTMmRnVkpSLW5GQkpqdzl4VzNfUXdCWEtZZURxek5aZlRZbng4UVJsZnpaMVlXWVo4R0N3Y0w5bzlXUnFXaDhRMVNwYzRodGMzWmZlRWRWampDODlBUEhsVi1YcGYxRzdlSXpTbzhQWE5hSEpqU1pRLVRqTzhHelNmVWtjN0F2ZC1IM1J2SThrV1ppN19sN25PUnRR?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,Lake District,Lake District National Park,영국,유럽,영어,기타,Latest patrols in the Lake District check fly-camping hotspots,Westmorland Gazette,https://news.google.com/rss/articles/CBMingFBVV95cUxOMUxmSk01VkpGTTRWODBJak9nQ1FoTUJoUV9QWURNUjdqLXFiVjFseDFsOW90bE9LUDlRTGRMUHpGc3NVU0NydlAweHV0ZVJrTVVzVXhEZXRBOERpQnpQeTBzRk5fdTREci1KQmRKUFlCSnNTeGpDY0hFaDBHNXlMdm41XzNWZHRKQnBacUZVUE9idUZBM0hocTBoUzJWQQ?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-22,Lake District,Lake District National Park,영국,유럽,영어,기타,Affordable homes in Lake District village now face refusal after deal collapses,News & Star,https://news.google.com/rss/articles/CBMinwFBVV95cUxOZ0txVy1za2J5M2hySnlTUXZWLVB4V2JpTmxuN21JcXZFcTJuY25rSzlEck0xYVVqMWd1dHJxbk5wYzNKNUEtVFAtSEZMbUJoTDdraWRyY3JiV1lZeVhpNXFVbWN0NVdiSldHc2JFU1R4cFpOXzktWllFejN0dC1taHhoNzFQQzhNV3V3bWo5RmpVQXhwZlo4T185SjZlOHM?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,에버글레이즈 국립공원,Everglades National Park,미국,북아메리카,한국어,자원보전,[화보] 실잠자리가 나뭇잎 구멍 사이로 '빼꼼'…2026 BMC 생태사진전 수...,dongascience.com,https://www.dongascience.com/news/view/79526,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,카카두 국립공원,Kakadu National Park,오스트레일리아,오세아니아,한국어,기타,[한경에세이] 북쪽을 보라,hankyung.com,https://www.hankyung.com/article/2026082030241,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,자이언 국립공원,Zion National Park,미국,북아메리카,한국어,기타,‘강철지구' 7부작 로드 특집 마지막 여정,bntnews.co.kr,https://www.bntnews.co.kr/article/view/bnt202608210203,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,자이언 국립공원,Zion National Park,미국,북아메리카,한국어,기타,"‘강철지구’ 미국 서부 3,200km 횡단을 이어가는 정종현과 이동규…UFO...",ichannela.com,https://www.ichannela.com/news/main/news_detailPage.do?publishId=000000546314,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,자이언 국립공원,Zion National Park,미국,북아메리카,한국어,탐방시설,"'강철지구' 정종현·이동규, 세도나 UFO 관측부터 데스밸리까지",topstarnews.net,https://www.topstarnews.net/news/articleView.html?idxno=16169386,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,시레토코 국립공원,Shiretoko National Park,일본,아시아,한국어,탐방시설,"""대체 누가 이런 짓을"" 치워도 치워도 나타나…도로에 버려진 의문의 식...",view.asiae.co.kr,https://view.asiae.co.kr/article/2026082109072010445,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,그랜드 캐니언 국립공원,Grand Canyon National Park,미국,북아메리카,영어,기타,Grand Canyon eases restrictions as water supply recovers,KVOA,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNLUdrb2cwdEthZzAzWWRtbFBmTG1hdVBkYzI5NWJLZlNSYWZJcU5MRER3WFdJczdiSnNURDFFNHUxVHRPckFVVGNBQUNERE9RRzlwQ1ZqRTNIaldrSTFPalVITG10WmZ6RTVWWmJCM1JPRTBsQWJNTlJ6dnNobm5xNUg2aDBBSTZDUW9ubFZRcUowUWE1alJMWXVTSF95M3RhTHdRYWUtQnpqTUpsVHZ3VzViTkg4c1NNQS1LdkdPODlyYWFBR1RaQ25fQTBVRWtrd0p2cHdNSQ?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,그랜드 캐니언 국립공원,Grand Canyon National Park,미국,북아메리카,영어,자원보전,"Arizona biologists warn of Grand Canyon invasion after catching 3,000 invasive crayfish below Glen Canyon Dam",The Cool Down,https://news.google.com/rss/articles/CBMifkFVX3lxTE45Wkw5V1NLeUhBb1NtZlhDWFEwc3FyODBEekhTWTlNWU85cVpTZFotWmVmQXlkU2tqNm5aRkVxMm9mSVhJUnNTMEx5SF9DMUpkblFWaUZyVlVGUDZtZUpPRnBSRUtYOHdZU3llTHZMbFZxb2dxckQ4aV9fcEMxQQ?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,에토샤 국립공원,Etosha National Park,나미비아,아프리카,영어,행정,"San people’s claims for N$2.8 trillion compensation over Etosha dispossession legally unsound, says government",Informanté,https://news.google.com/rss/articles/CBMiS0FVX3lxTE1ibjJLU29lXzVOeUFuQUNSakYxNjJDWlFDWVBCNy1hMTNOYld1eDRmWXhzb3RSUzFNMk5xb3R6S3hHeUNHc3B5SjVIcw?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,암보셀리 국립공원,Amboseli National Park,케냐,아프리카,영어,구조활동,Amboseli elephant poisoning: Death toll rises to 18 as two farmers arrested,Daily Nation,https://news.google.com/rss/articles/CBMixgFBVV95cUxOU1U5aGIzb1lEVUlocFdaWFNHOExiMkZQMXpLQkw5QkRELXY0eDlKOXI2NHgyaS1WdEROSmxjMGx0ZVIyVkVoNjItSmVxaUtuUVhEVUc5NVZrWUFrcUNTYjZodUtpaU4xNlpKXzg2R1QxdEh0MlFpUUZIa2cwWDNYVXcydG5RVDZMamdxc05SbnZDYXpaYWQ0TmZwcGhDMGFrY3p5QlA4emVaN1hndW1xbXpvYl9PVGtfODkxNGhydDhzd0FhNlE?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,그레이트스모키 산맥 국립공원,Great Smoky Mountains National Park,미국,북아메리카,영어,기타,Great Smoky Mountains National Park rangers teach history through quilting,WBIR,https://news.google.com/rss/articles/CBMi-AFBVV95cUxOUW5MaDIyckxKeHpQYUFsQVM1QUVxejloY2FwV3NQT0MydXpuYUlvZTlRVmQ0RGdFOFk2ODhWOS05NHFiRF80MGgzS0xXZVpBdWhTZHY4aG9VQW9qZGxZNU9idW9rRmVMczZLSGxSQzdCbWNCYnJoSzBoSUI0bHh6MWN1ZzZweXQ4M3V3RXZzTnJvZks5QTJ5VU5NWlQzM3NUT0M2RTV6SWxZeG01UE9RQlp2RHlSRTMtNG92WmRJenZZZUNOcFcyS3MxWXhlS2JJX01KdUdGQTljTWJxc0o4X2toV2I2UE10YXd6dUF6Wkx5MnRTR3hNSQ?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,그레이트스모키 산맥 국립공원,Great Smoky Mountains National Park,미국,북아메리카,영어,구조활동,Popular waterfall trail in Great Smoky Mountains to close for a month,Knoxville News Sentinel,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOMlNGeXU0ZGFDd1hSNWdyb1otbWRjZUZVX25qMlhsTW9XMlBaZDhRZVlvd2FjcHRHTURKX2p5RWh1VTlNQmZRTms5QmpwZ1ZwUlVmQm0xcmZCZ3YwdmhnTi0zcjRnSnFaUDdYbkpiaW54c3F4U3NTQmoxTDZfX0RTZDF4U2htN2JIRzJ2S01PT0E3TkQ5VEVyUUlFVzdzLXBielkxa2pzajBWeWF2bHJaQ1lNZEdpV3I3ajM3UmRBRWJnV0lwcnRnM29zVHJnMkk5?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,그레이트스모키 산맥 국립공원,Great Smoky Mountains National Park,미국,북아메리카,영어,구조활동,Great Smoky Mountains National Park to Begin Construction on Abrams Falls Trail starting August 24,National Park Service (.gov),https://news.google.com/rss/articles/CBMi1AFBVV95cUxOSkhYLWpTcU1PQTVjS3JHak1FdVkwUndnLVl5bEVsZmY1M0hVT2gxYVRlSDRBUUZiQkJKbWdPR21nY2xZd1BUX0l2bVYyV3lMbGFlRUV3eTRXX2hqRklvNHJOQWZoNUd3UWlFMVVrWFIzdzNyZkNBN054U2pCRnU1X1FKN3ByWUJDdlczNTlVdjBzMXRiRTg5Y3JCR2RtYzVoNFlOZU9IRWtqRVg2RmRGTHVYMzJ5aUd4U0NzVDR1SVk5NHVVTFVyU3lDQ2hBRWJmUXRDNg?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,그레이트스모키 산맥 국립공원,Great Smoky Mountains National Park,미국,북아메리카,영어,구조활동,Great Smoky Mountains National Park announces weekly closure of Abrams Falls Trail for construction,WBIR,https://news.google.com/rss/articles/CBMi-gFBVV95cUxOU0w2YkpLOUVocGp5RUY4NnFsMWtxYXRsYjVQWlF3WVlnNVdXSUJaZWdwdFdrVC1jNk5FRmduYUNMeDhVaUVqRVZwT2ljaXU4bVFlRjZWaXNBNy1jaE92RkhuQzNvRlZPb3hyeW03R2M0SzNLMlBYNkdPaGNhQVNGRGFDcW9KMnFyWnkxeHBLd1dXeEROVWo3ZUlWZldjUVZnM0hwRXoyYi12Z2JRUnpycS1BRGhxYWt6MWxGX1QwYjJVX1RoNTlLVThMZE84QWlLRHU0U2tENGU4NlpDOVpfZ01VSUJkUXUyWVk3Y1ZCdXhhZ3o2bDIyUF9n?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,그레이트스모키 산맥 국립공원,Great Smoky Mountains National Park,미국,북아메리카,영어,자원보전,Great Smoky Mountains National Park’s living Appalachian forest - Ad-hoc-news.de,Ad-hoc-news.de,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNaEdMN3ZURmpOWG1VNjBaOXQyN1NqOUFKZVgya0t0WDNNckIwUzg1U25NOGxDMHRkd2dLRURwMGZFc1ZXbnVCS2xkV281ZXZBRGwxRGpvaVc4NVdwSnlWOEx5elVDWmhDdEVyRmlZbU5uZ1VYUXVIZWZkbTlfVW9ESVhEdjdKMDdPNE5NVVA0UmNoUzhWd1NlT01VRVpYVndPSVVIaE9KdzVMenoyN1F2SEFod1g0NDNEVm1v?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,에버글레이즈 국립공원,Everglades National Park,미국,북아메리카,영어,기타,"Connection Sessions, Episode 1: Dylan Efron x Everglades National Park | T-Mobile",StreetInsider,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPc0haeGVKTUF2VjlCMmlaTHR3NFMtQkxTdTFXMEpXckpQM0t3TW5uS25HUGhZSTQycHpkWDhnTEdPeDE5WmhCSEJnejZPcndpQzFJTVFHbDhYcmZLUnRDQi1WenZjSFhGN0RYZ2JfbXJOMjdPSGFLVXFDQkRQVXRuVFBSYTl4Z21TYXdNbGlmUDdpbmthcERCSUxtbHBxSlRyamFxNDNGNFZueUpXNlpLYXFGNmNMQnRGenU3REE1SWtlUWRycm43MS16VXU4a0k1eC1JbDFNbnptYjRONDVZUg?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,테이데 국립공원,Teide National Park,스페인,유럽,영어,기타,"New eco-tax: From today, there is an admission charge for Mount Teide",Teneriffa News,https://news.google.com/rss/articles/CBMiigFBVV95cUxPUzhRWGVJWDBRSjRsc2ZxaEluOFV0Y29NbjNqN1poc2J5dExZaFRmbGtTd3NoRzlfejlEcElXMHA2c3lXRTRjZjg3ZG5ydjNyQjBVREJhZ0twbnEtR2o3RGQwUWozWW9mRlR3OXIxWVdBa2FlQlRMMDZINzNxYkVjZU00VHQ3SXZ5cFE?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,테이데 국립공원,Teide National Park,스페인,유럽,영어,기타,Mount Teide - Tenerife's sacred mountain,Teneriffa News,https://news.google.com/rss/articles/CBMikwFBVV95cUxPOHJROFBhNUl6TU5QNFUtZms5U1BmdEhyQldZUkpaZHVQTzFseUN2cnFuUEF2TDFFcmdVbS1Zd2dxV0gyM3loQmNzb1ZFMVZ5d1dObldYeWdiRmZsV0ZnN3hWWnAxaXROZVl3ZUYtSFpiYVpVZVRyeTF3Mmg1RGozV3BpZEd4VUZfeGhSU0F5MnBfQ1k?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,테이데 국립공원,Teide National Park,스페인,유럽,영어,재난안전,A reminder of the beautiful natural landscape in Mount Teide National Park before the wildfire,Teneriffa News,https://news.google.com/rss/articles/CBMirAFBVV95cUxOZFVfbzd1ci10b3ozYkRFTjBkVUpDOW15dDFmZWNQbFFUWjlXbkRvalRzOVQzZWdnb2szM1RqbHpHMGJqdlhNeUJPdzl5REtCYWRwbmo3S24xRHpBcy1rVGVlMncyZzlucExmc3RVbHpyZGdNSUtja3NZUU0yTjBCcHF0OENtVEF3ZlAxRV92N3pqaWpXUWFCSU5rMUowY0ZrOHBRclZmTl9IdjVs?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,조슈아트리 국립공원,Joshua Tree National Park,미국,북아메리카,영어,기타,SBC Through Your Eyes: Joshua Tree National Park,San Bernardino County (.gov),https://news.google.com/rss/articles/CBMijgFBVV95cUxNWVdreklOTlhCa2VMcXdvVWIzUEVYVl82amZxZnNkOXdleGt6Yms0RGdLWU8zbWt0VzBPbFNnZ1hvR3Q0aVI0SDZtS1hNRnk3M0g3b0hhVXh0SGhZa3J2SjBxNlpyN3ZCbWQyZTNES1VyMlo2ZlpHaHF6TERxM2xJRHJTNHZRbm4wMlJtR0NR?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,아벌타스만 국립공원,Abel Tasman National Park,뉴질랜드,오세아니아,영어,기타,Abel Tasman National Park: a golden coastline from Marahau - Ad-hoc-news.de,Ad-hoc-news.de,https://news.google.com/rss/articles/CBMiswFBVV95cUxQUjFXNG95M3ZkR1QwSndlME9HRGdQMWdjYk9LZ2haMlhJYUZyZ2ZjMUlLTGNRT3llMzhPa1d0YTJSSXhrQUlLSDZLNTgtcTBJSHY2aVRCMnQtZkdLTy1TaG1pbFN6OFNjbUw2T1RrNWpaZmFudWxDbnBXbU5fTDdmNDY1d0hLa2Fnd0pmS2NTenBZOVFUMEI4dEJsa1dGMlRGX0JiVW1kYVF4Ymh6UHBKcUxLNA?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
2026-08-21,카지랑가 국립공원,Kaziranga National Park,인도,아시아,영어,기타,Kaziranga’s Buffer Zone Cut: What Happens To The Animals?,Youth Ki Awaaz,https://news.google.com/rss/articles/CBMinwFBVV95cUxNXzBmQkxDZ0ZIaEtUWmstcVg3TVR1MUVSbzFqZ1JBU05iQWFpZ2sxNDN2c3hhX2Jyd25oRjZRR0dSSnRtQkpNRnV6UzBkZ3NNQjFKTThfYWpfQU92WTNPREgxSzF3X290STFsekhhMFZOUTh5a2ppeWxGd3BFeWVVNjBveXExUElEbzlULWZyWl9wSVE2WmpHVGtJbmctMWs?oc=5,규칙기반 자동분류(제목·요약 낱말 대조)
